x,y,z,nx,ny,nz
-0.669009 , 2.52326 , 3.81757 , -0.121317,0.275544,0.953603
-0.637515 , 2.46304 , 3.83845 , -0.896253,0.406791,0.176782
-0.661926 , 2.51059 , 4.0031 , 0.366575,0.926898,-0.0805149
-0.766506 , 2.7108 , 4.38746 , 0.467273,0.371085,0.802466
-1.20406 , 3.54504 , 5.70818 , -0.18991,-0.980432,-0.0518318
-0.673899 , 2.53647 , 4.3771 , -0.612985,-0.597284,-0.517205
-0.678563 , 2.54784 , 4.51757 , 0.0197807,-0.965272,-0.260496
-0.639757 , 2.47328 , 4.52877 , 0.0365617,-0.292846,0.95546
-0.775127 , 2.73299 , 5.09228 , -0.155325,-0.804655,0.573066
-0.61395 , 2.42798 , 4.72122 , 0.0668389,0.936545,0.344116
-0.568856 , 2.34237 , 4.71194 , 0.706997,0.507482,0.492562
-0.499894 , 2.21263 , 4.61471 , -0.424213,0.878756,0.218703
-0.516701 , 2.2457 , 4.82503 , 0.579961,-0.386564,-0.717087
-0.490259 , 2.19595 , 4.88028 , 0.547098,-0.449016,-0.706447
-0.465166 , 2.14924 , 4.94347 , -0.838171,0.434419,0.329772
-0.440475 , 2.10542 , 5.01503 , 0.65868,-0.416496,-0.626635
-0.346797 , 1.92643 , 4.7808 , 0.144927,0.827505,0.542432
-0.317536 , 1.87192 , 4.8215 , 0.765689,0.595927,0.242055
-0.286745 , 1.81382 , 4.85182 , 0.48428,0.72591,0.488393
-0.319831 , 1.88096 , 5.21204 , 0.635888,-0.744309,0.204087
-0.228507 , 1.70566 , 4.93701 , -0.198159,0.303038,0.932149
-0.172797 , 1.60103 , 4.83353 , -0.25095,-0.678078,-0.690822
-0.146217 , 1.55087 , 4.88693 , -0.507952,-0.759756,-0.405902
-0.123183 , 1.50934 , 4.96761 , -0.292834,-0.153196,-0.943811
-0.0787748 , 1.42341 , 4.90532 , -0.759813,-0.592398,-0.267862
-0.0495142 , 1.3689 , 4.94602 , -0.326758,0.523449,0.786912
-0.031773 , 1.33904 , 5.08165 , -0.93337,-0.0152478,-0.358593
0.0252382 , 1.22912 , 4.90864 , 0.972188,-0.158447,-0.172468
0.0530731 , 1.17621 , 4.95535 , 0.712366,0.587771,-0.383483
-0.035799 , 1.35589 , 6.12095 , 0.546607,-0.452906,0.704342
0.0251756 , 1.23924 , 5.94554 , -0.914287,-0.27506,-0.297357
-1.18253 , 3.70037 , -1.58978 , 0.152793,0.12655,0.980122
-1.26187 , 3.86049 , -1.61181 , 0.110456,-0.254325,0.96079
-1.30136 , 3.93906 , -1.56898 , -0.117956,-0.468079,0.875779
-1.3287 , 3.99421 , -1.50802 , -0.102915,-0.742633,0.661743
-1.36281 , 4.06493 , -1.45612 , 0.0736462,0.691082,-0.719015
-1.37447 , 4.08728 , -1.37241 , -0.0305306,-0.832564,0.553088
-1.38539 , 4.10842 , -1.28857 , 0.270972,-0.92035,0.282012
-1.39156 , 4.12093 , -1.20017 , 0.373373,-0.907422,0.192817
-1.40496 , 4.14703 , -1.12072 , 0.158478,-0.960877,0.227157
-1.40886 , 4.15582 , -1.03233 , 0.338788,-0.930538,0.139
-1.42075 , 4.17948 , -0.952734 , 0.350462,-0.932931,0.082562
-1.42432 , 4.18498 , -0.86461 , 0.590316,-0.785243,0.186871
-1.43471 , 4.20619 , -0.78486 , 0.556931,-0.812895,0.170379
-1.44437 , 4.22624 , -0.704793 , 0.532888,-0.822922,0.197053
-1.44968 , 4.23551 , -0.620836 , 0.508224,-0.841288,0.184234
-1.45807 , 4.25216 , -0.540422 , -0.47853,0.85226,-0.211335
-1.46572 , 4.26763 , -0.459787 , -0.451903,0.854621,-0.255748
-1.47261 , 4.28186 , -0.379125 , -0.437813,0.863437,-0.250591
-1.48749 , 4.31262 , -0.304332 , 0.398001,-0.882601,0.250222
-1.49801 , 4.33257 , -0.225747 , 0.368867,-0.898267,0.23886
-1.50365 , 4.34345 , -0.144544 , -0.32043,0.926611,-0.196764
-1.51269 , 4.36103 , -0.0655176 , -0.305512,0.930368,-0.202679
-1.5161 , 4.36833 , 0.0162509 , -0.305123,0.928609,-0.21115
-1.52858 , 4.39271 , 0.0935866 , 0.303739,-0.929726,0.208214
-1.53543 , 4.40679 , 0.173567 , -0.271785,0.940914,-0.202025
-1.54154 , 4.4197 , 0.253866 , 0.219601,-0.94838,0.228804
-1.55185 , 4.4407 , 0.332642 , 0.155452,-0.960624,0.230296
-1.56569 , 4.46876 , 0.410896 , -0.106374,0.963617,-0.245207
-1.57482 , 4.48661 , 0.491089 , 0.046219,-0.974826,0.218125
-1.58324 , 4.50335 , 0.571893 , -0.00571978,-0.975607,0.219452
-1.59617 , 4.52744 , 0.652345 , 0.0355877,0.972024,-0.232169
-1.6072 , 4.55121 , 0.733524 , 0.0574064,0.972925,-0.223876
-1.61874 , 4.57317 , 0.815488 , 0.250748,0.945297,-0.208659
-1.62452 , 4.58449 , 0.898637 , -0.262034,-0.946668,0.187502
-1.63895 , 4.61268 , 0.981855 , -0.323381,-0.901237,0.288438
-1.65271 , 4.63988 , 1.06617 , -0.356549,-0.922272,0.149288
-1.70926 , 4.7551 , 1.15383 , -0.268949,-0.9458,-0.182014
-1.63697 , 4.60987 , 1.23416 , 0.313317,0.900494,0.301569
-3.97037 , 9.30892 , 2.51143 , -0.185885,-0.0838928,0.978983
-4.02482 , 9.41742 , 2.71106 , -0.183684,-0.019129,0.982799
-2.82972 , 7.01044 , 2.40452 , -0.9353,-0.194769,0.295432
-2.85383 , 7.05831 , 2.55082 , -0.934279,-0.211988,0.286679
-6.4556 , 14.3139 , 4.45886 , 0.492155,-0.662838,-0.564296
-6.41983 , 14.2397 , 4.72701 , -0.542134,0.338021,0.769306
-2.59926 , 6.54349 , 2.8202 , -0.863143,0.499765,-0.0722449
-2.56739 , 6.47979 , 2.93121 , -0.921157,0.387118,-0.0401142
-2.55649 , 6.45844 , 3.05413 , -0.792053,0.609666,-0.0309831
-2.54981 , 6.44292 , 3.17983 , -0.593555,0.793891,-0.132019
-2.5619 , 6.4679 , 3.32131 , 0.688345,-0.6905,0.22224
-2.56518 , 6.47387 , 3.45766 , 0.510556,-0.772805,0.376968
-2.62936 , 6.60266 , 3.64725 , 0.408817,-0.787297,0.461555
-2.67483 , 6.69449 , 3.82798 , 0.509894,-0.708989,0.487179
-1.43125 , 4.18866 , 2.82395 , 0.807521,0.576882,0.122951
-1.35921 , 4.0457 , 2.84403 , -0.868806,-0.312702,-0.383919
-1.42235 , 4.17152 , 2.99521 , -0.965196,0.107438,-0.238442
-1.41155 , 4.14853 , 3.0746 , 0.98631,-0.135349,0.0942014
-1.23586 , 3.79472 , 2.97209 , 0.519136,0.249207,-0.817554
-1.48584 , 4.29709 , 3.34747 , 0.998697,-0.0472027,-0.0193834
-1.39649 , 4.11885 , 3.3397 , 0.992323,-0.115336,0.0446352
-3.25633 , 7.86024 , 5.78469 , 0.0535848,-0.639571,0.766863
-3.63419 , 8.61972 , 6.4767 , -0.751437,-0.545198,0.37162
-3.5302 , 8.41152 , 6.5548 , -0.751437,-0.545198,0.37162
-3.46078 , 8.271 , 6.67476 , 0.823989,0.565307,-0.0383353
-3.38709 , 8.1212 , 6.78542 , 0.738158,0.376088,-0.560072
-1.34603 , 4.01453 , 3.875 , -0.071915,0.981686,-0.17641
-1.37495 , 4.07231 , 4.02786 , -0.0715911,0.985959,-0.150864
-0.94951 , 3.21703 , 3.4375 , -0.254607,-0.952957,-0.164465
-0.874039 , 3.06491 , 3.3972 , 0.385447,-0.460568,-0.799567
-0.841524 , 2.99976 , 3.42595 , -0.536898,0.496423,0.682133
-0.812384 , 2.94061 , 3.45936 , -0.581908,0.542238,0.606103
-0.787388 , 2.88875 , 3.49761 , 0.625908,-0.319065,-0.711644
-0.764606 , 2.84377 , 3.54102 , 0.480711,-0.452543,-0.75108
-0.738453 , 2.79112 , 3.57686 , -0.250863,0.647378,0.719701
-0.718305 , 2.75095 , 3.62515 , -0.181271,0.56307,0.806284
-0.698321 , 2.70961 , 3.67267 , -0.251812,0.423894,0.870003
-0.680852 , 2.6744 , 3.72644 , -0.0785826,0.774033,0.62825
-0.668742 , 2.65075 , 3.79414 , -0.273019,-0.697267,-0.662781
-0.647836 , 2.60768 , 3.83945 , 0.164867,0.823752,0.54245
-1.15318 , 3.62224 , 5.2139 , -0.696846,0.703176,0.141244
-0.777463 , 2.86814 , 4.38308 , -0.644784,-0.0898665,0.759064
-0.717585 , 2.74673 , 4.34044 , -0.620566,-0.517142,0.589459
-2.13533 , 5.59232 , 8.43175 , -0.275929,0.639643,-0.71744
-0.633463 , 2.57633 , 4.33893 , -0.957249,-0.243263,-0.156515
-0.567601 , 2.44433 , 4.26254 , 0.539804,0.826925,0.157503
-0.602264 , 2.5139 , 4.49073 , -0.0427248,-0.99784,-0.0498975
-0.590144 , 2.49007 , 4.58285 , 0.36328,-0.891165,-0.271758
-0.584666 , 2.47837 , 4.7002 , 0.41089,-0.362473,-0.83653
-0.544913 , 2.397 , 4.69995 , -0.8209,-0.559589,-0.113945
-0.481059 , 2.26852 , 4.61284 , -0.0640168,-0.934227,0.350888
-0.498379 , 2.30376 , 4.82284 , 0.4199,-0.403639,-0.812871
-0.473185 , 2.25341 , 4.87875 , 0.330143,-0.552496,-0.765345
-0.441653 , 2.18851 , 4.90757 , -0.59145,0.545097,0.594185
-0.463195 , 2.23155 , 5.16535 , 0.624068,0.100877,0.774831
-0.487375 , 2.27925 , 5.45261 , 0.497988,-0.691408,0.523414
-0.367913 , 2.03972 , 5.09407 , -0.104536,0.318237,0.94223
-0.294996 , 1.8936 , 4.92765 , -0.672714,-0.715087,0.190016
-0.535674 , 2.3746 , 6.34117 , 0.434259,0.791029,0.43092
-0.272113 , 1.84683 , 5.19062 , 0.491067,-0.271925,0.827593
-0.164278 , 1.63036 , 4.79259 , 0.169225,0.593426,0.786898
-0.135313 , 1.57069 , 4.8182 , -0.325503,-0.596452,-0.733685
-0.105056 , 1.5115 , 4.84256 , 0.81378,0.183731,-0.551367
-0.0788261 , 1.458 , 4.88455 , -0.911807,0.0283078,0.409642
-0.0447547 , 1.38935 , 4.87803 , -0.428738,-0.838117,-0.33726
-0.0396251 , 1.37761 , 5.08089 , 0.693503,-0.418823,0.586209
0.00163383 , 1.29472 , 5.02446 , -0.384266,0.908909,0.161939
0.0466007 , 1.2056 , 4.92716 , -0.933624,-0.105242,-0.342449
0.0819792 , 1.1336 , 4.89589 , 0.897106,0.406488,0.173113
0.00431548 , 1.2873 , 5.97497 , -0.942446,0.329932,0.0542229
0.0484513 , 1.1987 , 5.93495 , 0.145853,-0.944868,0.293174
-1.27996 , 4.20422 , -1.3594 , -0.722352,0.632758,-0.278971
-1.2872 , 4.21723 , -1.26985 , 0.704388,-0.682949,0.193438
-1.29269 , 4.2287 , -1.18055 , -0.694548,0.696297,-0.181037
-1.29836 , 4.23907 , -1.09173 , 0.661059,-0.725808,0.190275
-1.30631 , 4.25544 , -1.0071 , -0.641366,0.746079,-0.178928
-1.31372 , 4.26957 , -0.92245 , 0.609969,-0.774229,0.168839
-1.3173 , 4.27509 , -0.834229 , 0.590316,-0.785243,0.186871
-1.32293 , 4.28763 , -0.75011 , 0.556931,-0.812895,0.170379
-1.33284 , 4.30677 , -0.66965 , 0.532888,-0.822922,0.197053
-1.33335 , 4.30721 , -0.582005 , 0.506647,-0.841913,0.185718
-1.34583 , 4.33159 , -0.504669 , -0.483615,0.847987,-0.216875
-1.34864 , 4.33814 , -0.420734 , 0.449278,-0.86625,0.218542
-1.35965 , 4.36017 , -0.34286 , -0.415138,0.879451,-0.232868
-1.36604 , 4.37226 , -0.26178 , 0.364602,-0.907966,0.206552
-1.37144 , 4.38407 , -0.180871 , 0.332947,-0.9244,0.186096
-1.37728 , 4.39391 , -0.0998595 , 0.329186,-0.925856,0.185547
-1.38557 , 4.41026 , -0.020807 , 0.636637,-0.717612,0.282358
-1.39386 , 4.42661 , 0.0582455 , 0.657569,-0.715325,0.23646
-1.40068 , 4.44062 , 0.137934 , 0.636669,-0.740696,0.21453
-1.40749 , 4.45461 , 0.217526 , 0.594857,-0.776413,0.208154
-1.40983 , 4.45742 , 0.299255 , 0.573101,-0.801601,0.170268
-1.41938 , 4.47714 , 0.377863 , -0.479269,0.836717,-0.264964
-1.42421 , 4.48662 , 0.458315 , 0.63477,-0.757519,0.152419
-1.43328 , 4.5043 , 0.537827 , 0.609899,-0.779607,0.142253
-1.43663 , 4.5114 , 0.61872 , -0.535368,0.826263,-0.175128
-1.44853 , 4.53508 , 0.698417 , -0.442632,0.870144,-0.216626
-1.45543 , 4.54934 , 0.779176 , 0.330882,-0.919316,0.213014
-1.46591 , 4.57084 , 0.86019 , 0.291419,-0.933811,0.207537
-1.47161 , 4.58187 , 0.942074 , 0.432642,-0.871882,0.229441
-1.4809 , 4.60022 , 1.02451 , 0.383505,-0.862985,0.328908
-1.48105 , 4.59956 , 1.10729 , 0.478829,-0.826293,0.296585
-1.5599 , 4.75839 , 1.89042 , 0.283592,-0.943018,0.174046
-1.57098 , 4.77941 , 1.98363 , -0.497563,0.833105,-0.241594
-1.58838 , 4.81676 , 2.08213 , -0.497563,0.833105,-0.241594
-1.59736 , 4.83462 , 2.17775 , -0.475058,0.847522,-0.236698
-1.61039 , 4.85944 , 2.27684 , 0.416943,-0.886078,0.202543
-1.62177 , 4.88307 , 2.37715 , -0.375892,0.904126,-0.20313
-1.63175 , 4.90453 , 2.47887 , 0.321261,-0.924499,0.205165
-1.64226 , 4.92427 , 2.58176 , -0.307344,0.929862,-0.20223
-1.65134 , 4.94181 , 2.68587 , 0.280595,-0.942704,0.180485
-1.66355 , 4.96628 , 2.79435 , 0.24111,-0.951156,0.192792
-1.21463 , 3.99857 , 2.51082 , -0.658843,0.659153,-0.362551
-1.21621 , 4.00013 , 2.59248 , -0.749863,0.611641,-0.252192
-1.69756 , 5.03531 , 3.13219 , -0.972727,-0.106095,0.206269
-1.26299 , 4.09865 , 2.80388 , 0.430243,-0.780264,0.45396
-1.27361 , 4.11934 , 2.9011 , -0.886812,0.0745577,-0.456076
-1.45904 , 4.5169 , 3.19282 , 0.347799,0.0482644,-0.936326
-1.34481 , 4.2696 , 3.16046 , -0.866481,-0.316954,0.385682
-1.13405 , 3.81455 , 3.00192 , -0.368757,-0.257788,0.893064
-1.32491 , 4.22436 , 3.32593 , 0.590616,-0.0775057,0.803222
-1.27561 , 4.11577 , 3.35783 , 0.594158,0.0740252,0.800935
-2.65361 , 7.07356 , 5.32649 , -0.0770321,-0.469202,0.879725
-3.3049 , 8.46746 , 6.41988 , -0.751437,-0.545198,0.37162
-3.00353 , 7.81886 , 6.19133 , -0.794567,-0.317291,0.517677
-1.23725 , 4.02695 , 3.69498 , 0.0552549,-0.998471,-0.00157554
-1.23528 , 4.02182 , 3.79424 , 0.122036,-0.989709,0.07472
-2.92698 , 7.64406 , 6.68149 , 0.772904,0.435131,-0.461824
-2.85844 , 7.49415 , 6.77534 , -0.494262,-0.513537,0.701416
-2.96 , 7.70624 , 7.16485 , -0.627901,-0.433686,0.646264
-0.771599 , 3.0213 , 3.37521 , -0.543642,0.41337,0.730464
-0.764494 , 3.00483 , 3.44617 , 0.61837,-0.453269,-0.642001
-0.763423 , 3.00092 , 3.52998 , -0.657233,0.427775,0.620527
-0.738899 , 2.94716 , 3.56862 , -0.65223,0.257697,0.712874
-0.703936 , 2.87275 , 3.58607 , 0.713783,-0.108156,-0.691966
-0.680163 , 2.81854 , 3.62167 , -0.62066,0.240833,0.746177
-0.651786 , 2.75732 , 3.64923 , -0.407694,0.513204,0.755253
-0.629186 , 2.70955 , 3.68914 , -0.223549,0.692546,0.685862
-0.610298 , 2.66715 , 3.73528 , -0.0765331,0.559068,0.825582
-0.58801 , 2.61699 , 3.77345 , -0.0569979,-0.670829,-0.739419
-0.573433 , 2.58571 , 3.83259 , -0.00536829,0.777901,0.628364
-0.567324 , 2.57059 , 3.91396 , -0.0933345,0.933376,0.346551
-0.612888 , 2.66465 , 4.14074 , -0.385465,-0.848067,0.363592
-0.649749 , 2.74061 , 4.35654 , -0.853379,-0.511854,-0.0987437
-0.614611 , 2.66567 , 4.37166 , -0.0932563,-0.209897,0.973266
-0.556731 , 2.54048 , 4.31348 , 0.114974,-0.531195,0.839412
-0.535164 , 2.49417 , 4.3643 , 0.0795138,0.982311,-0.16954
-0.543344 , 2.50803 , 4.51258 , 0.199248,-0.97316,0.11515
-0.559168 , 2.53934 , 4.69532 , 0.446796,-0.664463,-0.599051
-0.539091 , 2.49589 , 4.76316 , -0.722378,0.348431,0.597299
-0.457867 , 2.32044 , 4.60202 , -0.433553,-0.66331,0.60996
-0.444513 , 2.29164 , 4.69196 , 0.270769,0.953604,-0.131616
-0.448626 , 2.29723 , 4.85084 , -0.204104,0.494022,0.845153
-0.418343 , 2.23173 , 4.88033 , -0.0582757,0.680319,0.730596
-0.411289 , 2.21281 , 5.00529 , 0.541598,-0.761208,-0.3567
-0.612404 , 2.63215 , 6.0826 , -0.343087,-0.911895,-0.225255
-0.360622 , 2.10171 , 5.11289 , -0.0404006,0.383143,0.922805
-0.314784 , 2.00279 , 5.06567 , 0.155522,0.527292,0.83533
-0.279662 , 1.92685 , 5.07084 , 0.125136,0.366729,0.921873
-0.273907 , 1.91231 , 5.23058 , 0.305214,0.287325,0.907903
-0.158151 , 1.66923 , 4.77955 , -0.636346,-0.0276947,-0.770906
-0.131404 , 1.60917 , 4.80569 , 0.098482,0.547968,0.830682
-0.107952 , 1.55865 , 4.85873 , -0.278954,-0.606997,-0.744137
-0.0815126 , 1.50119 , 4.89197 , 0.775246,0.457177,0.43587
-0.0499019 , 1.43123 , 4.88628 , -0.00812747,0.0525044,0.998588
-0.0278749 , 1.38336 , 4.95547 , -0.597047,0.232336,0.767825
-0.0741989 , 1.47332 , 5.5619 , 0.99556,0.0315522,-0.0886789
0.0466663 , 1.22333 , 4.85059 , -0.680375,0.241336,-0.691988
0.067033 , 1.17717 , 4.93613 , 0.712366,0.587771,-0.383483
0.114285 , 1.0769 , 4.76751 , 0.396009,-0.679062,0.618103
0.0314302 , 1.23784 , 5.92597 , -0.817182,-0.387567,-0.42662
-1.88113 , 5.9922 , -2.06096 , -0.0365805,0.249293,0.967737
-2.09133 , 6.49012 , -2.1865 , -0.0419988,0.234561,0.971194
-2.36434 , 7.13555 , -2.36504 , -0.0631973,0.235889,0.969723
-2.69015 , 7.90611 , -2.57599 , 0.0689789,-0.238733,-0.968632
-3.05478 , 8.77034 , -2.7971 , -0.0644261,0.211001,0.975361
-3.46053 , 9.72984 , -3.02357 , -0.0794317,0.206446,0.975229
-4.03404 , 11.0868 , -3.37348 , -0.0902852,0.210032,0.973517
-4.84004 , 12.9951 , -3.88137 , -0.0846834,0.217109,0.972467
-5.7653 , 15.1843 , -4.41409 , -0.0781577,0.151509,0.985361
-6.55603 , 17.0506 , -4.74678 , -0.0231525,-0.241849,0.970038
-6.81407 , 17.6515 , -4.5948 , -0.0231525,-0.241849,0.970038
-7.08818 , 18.288 , -4.43272 , -0.0166928,-0.266091,0.963803
-7.35728 , 18.9148 , -4.24526 , -0.0176056,-0.266945,0.963551
-9.73202 , 24.5072 , -4.86185 , 0.123089,-0.312343,0.941961
-1.32847 , 4.62491 , 0.0690045 , -0.934523,0.333307,-0.12479
-1.33152 , 4.63049 , 0.15304 , -0.935454,0.339691,-0.0976481
-1.33477 , 4.63502 , 0.236883 , -0.928455,0.360001,-0.0914912
-1.3445 , 4.65529 , 0.317923 , -0.922394,0.373275,-0.0992716
-1.34247 , 4.64728 , 0.403347 , -0.913963,0.393912,-0.0974942
-1.35146 , 4.66636 , 0.484608 , -0.905223,0.414617,-0.0930855
-1.35594 , 4.67415 , 0.567521 , -0.890685,0.446081,-0.0877007
-1.35586 , 4.67055 , 0.651598 , -0.856176,0.511518,-0.0728789
-1.35981 , 4.67612 , 0.73454 , -0.832013,0.548452,-0.0833955
-1.3539 , 4.66162 , 0.818635 , -0.79764,0.572819,-0.188808
-1.36876 , 4.69173 , 0.900462 , 0.804135,-0.559743,0.200136
-1.38919 , 4.73919 , 0.9833 , -0.591962,0.777088,-0.213809
-1.39476 , 4.74757 , 1.06775 , 0.46135,-0.814493,0.351791
-1.45088 , 4.8517 , 1.94366 , -0.497563,0.833105,-0.241594
-1.46455 , 4.88135 , 2.03987 , -0.497563,0.833105,-0.241594
-1.47427 , 4.90037 , 2.13517 , -0.475058,0.847522,-0.236698
-1.47905 , 4.90848 , 2.2294 , 0.457057,-0.862364,0.217778
-1.48688 , 4.92329 , 2.32692 , 0.396573,-0.894885,0.204721
-1.49401 , 4.93702 , 2.42515 , 0.349169,-0.912248,0.214208
-1.50424 , 4.95758 , 2.52727 , 0.321261,-0.924499,0.205165
-1.51378 , 4.9771 , 2.63028 , -0.307344,0.929862,-0.20223
-1.52214 , 4.99352 , 2.73491 , 0.280595,-0.942704,0.180485
-1.13011 , 4.08174 , 2.4859 , -0.591345,0.73104,-0.340429
-1.53366 , 5.01235 , 2.9437 , -0.543047,0.815185,-0.201428
-1.11795 , 4.04896 , 2.63626 , -0.796884,0.208657,-0.566955
-1.55969 , 5.06675 , 3.17493 , -0.972727,-0.106095,0.206269
-1.56748 , 5.08186 , 3.28915 , 0.975884,0.123754,-0.179818
-1.4295 , 4.75997 , 3.23973 , 0.123559,0.29625,0.947085
-0.930222 , 3.60386 , 2.74645 , -0.198721,0.803559,0.561073
-1.32932 , 4.5215 , 3.31935 , -0.169969,-0.0959148,-0.980771
-0.882573 , 3.48935 , 2.83908 , 0.81403,0.567951,0.1216
-0.933937 , 3.60487 , 2.98504 , 0.562386,0.573963,-0.595221
-1.64759 , 5.24406 , 4.07184 , 0.810379,-0.563985,0.158765
-1.66214 , 5.27335 , 4.21596 , 0.718551,-0.673573,0.173158
-0.795915 , 3.27946 , 3.02009 , -0.746236,0.0208443,0.665355
-0.751678 , 3.17673 , 3.0286 , 0.536036,0.224462,0.813807
-1.09679 , 3.96304 , 3.67125 , -0.285498,-0.944353,0.163368
-1.15439 , 4.09429 , 3.87044 , 0.122036,-0.989709,0.0747201
-1.73671 , 5.42326 , 5.00677 , 0.430901,-0.885322,0.174726
-1.7559 , 5.46115 , 5.18684 , 0.4309,-0.885322,0.174726
-1.15488 , 4.08242 , 4.19266 , 0.148568,-0.988706,0.0197009
-1.79404 , 5.54 , 5.56707 , -0.151765,0.970294,-0.188409
-1.82256 , 5.60001 , 5.78688 , -0.553396,-0.772473,0.311509
-1.84599 , 5.64865 , 6.00357 , -0.509888,-0.726073,0.461337
-1.14313 , 4.04162 , 4.63837 , 0.485123,-0.482955,-0.728979
-1.1305 , 4.00941 , 4.73632 , 0.485123,-0.482955,-0.728979
-0.639632 , 2.89096 , 3.71524 , 0.698714,0.0245259,-0.71498
-0.593213 , 2.78161 , 3.69446 , -0.61067,0.0273808,0.791411
-0.566865 , 2.71943 , 3.72003 , 0.605187,-0.191169,-0.772789
-0.543002 , 2.66328 , 3.75145 , -0.333992,0.403744,0.851728
-0.517406 , 2.60065 , 3.77397 , -0.0705705,0.673576,0.735742
-0.50682 , 2.57391 , 3.84011 , -0.0908519,0.797583,0.596328
-0.490745 , 2.5352 , 3.89055 , -0.294293,-0.768536,-0.568106
-0.479575 , 2.50608 , 3.95604 , -0.326768,-0.787502,-0.522555
-0.497296 , 2.54347 , 4.11515 , 0.593132,0.804952,0.0157106
-0.566433 , 2.69469 , 4.4425 , 0.911426,0.408445,-0.049762
-0.494503 , 2.53108 , 4.32733 , -0.438876,-0.85804,0.26675
-0.517729 , 2.57865 , 4.52393 , 0.753179,-0.500077,-0.427369
-0.891704 , 3.40918 , 5.97368 , -0.713906,-0.584902,-0.385005
-0.591512 , 2.73237 , 5.05029 , 0.356948,-0.611758,0.705932
-0.491335 , 2.50497 , 4.81842 , -0.650315,0.16531,0.74146
-0.420358 , 2.34335 , 4.68136 , 0.394885,0.746771,-0.535163
-0.394989 , 2.28414 , 4.72006 , -0.665179,0.0278161,0.746166
-0.381312 , 2.24709 , 4.80099 , -0.281747,-0.921339,-0.267867
-0.373569 , 2.22608 , 4.9167 , -0.0457135,0.929694,0.365485
-0.439139 , 2.3664 , 5.37814 , 0.490082,-0.744759,0.452939
-0.340542 , 2.14489 , 5.08665 , 0.025054,0.444297,0.895529
-0.298601 , 2.04795 , 5.04938 , 0.379927,0.414475,0.826962
-0.28042 , 2.00191 , 5.12784 , 0.0146604,0.504498,0.863288
-0.252735 , 1.93551 , 5.16 , 0.406962,0.528664,0.744913
-0.168436 , 1.74684 , 4.86784 , 0.471148,0.739666,-0.480536
-0.122397 , 1.64141 , 4.77431 , 0.098482,0.547968,0.830682
-0.101156 , 1.59049 , 4.82779 , 0.129152,0.521679,0.84331
-0.0754759 , 1.52927 , 4.85216 , 0.254674,0.528394,0.809902
-0.107283 , 1.58977 , 5.27308 , -0.890751,-0.423979,-0.16372
-0.0185202 , 1.39472 , 4.85924 , 0.718446,0.598732,-0.354055
-0.0666024 , 1.48911 , 5.45457 , 0.992196,0.091205,0.0850248
0.0242755 , 1.2907 , 4.97638 , -0.0503315,-0.801428,0.59597
0.0663509 , 1.19612 , 4.85944 , -0.52759,-0.827829,-0.19065
0.0973959 , 1.12303 , 4.82789 , 0.904341,-0.421635,-0.0662783
0.00935784 , 1.29229 , 5.98481 , -0.961638,0.188843,0.198973
0.0556667 , 1.18894 , 5.87623 , 0.6021,-0.778879,0.175567
-1.80474 , 6.33379 , -2.13159 , -0.0419988,0.234561,0.971194
-2.0205 , 6.89077 , -2.27294 , -0.0505728,0.226946,0.972593
-2.28226 , 7.56572 , -2.44775 , -0.0619379,0.242052,0.968284
-2.63863 , 8.48708 , -2.70788 , -0.0755739,0.228835,0.970527
-3.02715 , 9.48854 , -2.96475 , -0.0673804,0.207527,0.975906
-3.48585 , 10.6745 , -3.2572 , -0.0658311,0.211647,0.975127
-4.02536 , 12.064 , -3.58191 , -0.0951743,0.199639,0.975236
-4.84596 , 14.1817 , -4.12132 , 0.104204,-0.198027,-0.974642
-5.83006 , 16.718 , -4.72254 , -0.124139,-0.020374,0.992056
-6.11554 , 17.4399 , -4.62354 , -0.0231525,-0.241849,0.970038
-6.36069 , 18.0556 , -4.46583 , -0.0158082,-0.263694,0.964477
-6.60537 , 18.6715 , -4.28673 , -0.0157167,-0.267034,0.963559
-6.87878 , 19.3591 , -4.10559 , -0.0157167,-0.267034,0.963559
-8.77157 , 24.2226 , -4.94464 , 0.0772876,-0.182107,0.980237
-9.14478 , 25.161 , -4.69142 , 0.123089,-0.312343,0.941961
-9.55057 , 26.1803 , -4.42197 , -0.205602,0.280181,-0.937671
-9.94849 , 27.1786 , -4.11226 , -0.29688,0.239284,-0.924449
-11.4957 , 31.1286 , -4.27583 , -0.487974,0.0386746,-0.872001
-5.60219 , 15.9679 , -1.36295 , 0.649018,-0.758958,0.0525189
-11.654 , 31.4448 , -2.55006 , 0.538071,-0.256521,0.802918
-5.72348 , 16.2333 , -0.496462 , 0.649018,-0.758958,0.0525189
-5.69323 , 16.1425 , -0.188965 , -0.967728,0.246456,-0.0525575
-5.58969 , 15.8605 , 0.125538 , -0.991062,0.0481248,0.124419
-5.40947 , 15.3874 , 0.436577 , -0.0734971,0.509488,0.857333
-5.14009 , 14.6856 , 0.734371 , -0.073498,0.509487,0.857334
-2.93079 , 8.94548 , 2.99464 , 0.630405,0.16627,-0.75825
-2.79887 , 8.60281 , 3.08103 , 0.688168,-0.0160846,-0.725373
-2.74445 , 8.45907 , 3.20801 , 0.688168,-0.0160844,-0.725373
-2.66087 , 8.24189 , 3.30964 , 0.688168,-0.0160845,-0.725373
-2.69558 , 8.31921 , 3.49404 , 0.688168,-0.0160845,-0.725373
